"CENSUS_YEAR","GEO_CODE (POR)","GEO_LEVEL","GEO_NAME","GNR","DATA_QUALITY_FLAG","ALT_GEO_CODE","GEO_CODE (POW)","GEO_LEVEL","GEO_NAME","GNR","DATA_QUALITY_FLAG","ALT_GEO_CODE","Dim: Sex (3): Member ID: [1]: Total - Sex","Dim: Sex (3): Member ID: [2]: Male","Dim: Sex (3): Member ID: [3]: Female"
2016,"2422","2","La Jacques-Cartier",3.0,"00000","2422","2466","2","Montréal",2.6,"00000","2466",110,60,55
2016,"2423","2","Québec",4.4,"00000","2423","1303","2","Sunbury",2.6,"00000","1303",20,15,10
2016,"2423","2","Québec",4.4,"00000","2423","2401","2","Les îles-de-la-Madeleine",0.7,"00000","2401",20,10,15
2016,"2423","2","Québec",4.4,"00000","2423","2408","2","Matane",3.9,"00000","2408",30,10,20
2016,"2423","2","Québec",4.4,"00000","2423","2410","2","Rimouski-Neigette",2.7,"00000","2410",75,45,25
2016,"2423","2","Québec",4.4,"00000","2423","2412","2","Rivière-du-Loup",3.1,"00000","2412",60,25,30
2016,"2423","2","Québec",4.4,"00000","2423","2414","2","Kamouraska",3.4,"00000","2414",55,30,30
2016,"2423","2","Québec",4.4,"00000","2423","2415","2","Charlevoix-Est",1.8,"00000","2415",45,35,10
2016,"2423","2","Québec",4.4,"00000","2423","2416","2","Charlevoix",3.8,"00000","2416",65,40,20
2016,"2423","2","Québec",4.4,"00000","2423","2417","2","L'Islet",0.8,"00000","2417",55,40,20
2016,"2423","2","Québec",4.4,"00000","2423","2418","2","Montmagny",3.4,"00000","2418",145,95,50
2016,"2423","2","Québec",4.4,"00000","2423","2419","2","Bellechasse",2.7,"00000","2419",535,360,175
2016,"2423","2","Québec",4.4,"00000","2423","2420","2","L'île-d'Orléans",2.3,"00000","2420",270,95,175
2016,"2423","2","Québec",4.4,"00000","2423","2421","2","La Côte-de-Beaupré",3.0,"00000","2421",1400,795,600
2016,"2423","2","Québec",4.4,"00000","2423","2422","2","La Jacques-Cartier",2.9,"00000","2422",5000,3470,1530
2016,"2423","2","Québec",4.4,"00000","2423","2423","2","Québec",2.8,"00000","2423",231740,110505,121240
2016,"2423","2","Québec",4.4,"00000","2423","2425","2","Lévis",2.7,"00000","2425",8620,5275,3345
2016,"2423","2","Québec",4.4,"00000","2423","2426","2","La Nouvelle-Beauce",3.0,"00000","2426",580,395,185
2016,"2423","2","Québec",4.4,"00000","2423","2427","2","Robert-Cliche",3.6,"00000","2427",95,65,30
2016,"2423","2","Québec",4.4,"00000","2423","2428","2","Les Etchemins",3.6,"00000","2428",40,15,20
2016,"2423","2","Québec",4.4,"00000","2423","2429","2","Beauce-Sartigan",3.4,"00000","2429",180,105,75
2016,"2423","2","Québec",4.4,"00000","2423","2430","2","Le Granit",2.0,"00000","2430",35,25,10
2016,"2423","2","Québec",4.4,"00000","2423","2431","2","Les Appalaches",4.4,"00000","2431",90,55,40
2016,"2423","2","Québec",4.4,"00000","2423","2432","2","L'Érable",3.2,"00000","2432",75,25,40
2016,"2423","2","Québec",4.4,"00000","2423","2433","2","Lotbinière",1.2,"00000","2433",385,290,95
2016,"2423","2","Québec",4.4,"00000","2423","2434","2","Portneuf",2.0,"00000","2434",1325,830,495
2016,"2423","2","Québec",4.4,"00000","2423","2436","2","Shawinigan",2.6,"00000","2436",30,20,15
2016,"2423","2","Québec",4.4,"00000","2423","2437","2","Francheville",2.9,"00000","2437",200,120,75
2016,"2423","2","Québec",4.4,"00000","2423","2438","2","Bécancour",2.4,"00000","2438",50,30,20
2016,"2423","2","Québec",4.4,"00000","2423","2439","2","Arthabaska",2.6,"00000","2439",95,60,40
2016,"2423","2","Québec",4.4,"00000","2423","2443","2","Sherbrooke",2.7,"00000","2443",60,35,25
2016,"2423","2","Québec",4.4,"00000","2423","2449","2","Drummond",2.5,"00000","2449",55,25,25
2016,"2423","2","Québec",4.4,"00000","2423","2450","2","Nicolet-Yamaska",2.6,"00000","2450",40,25,15
2016,"2423","2","Québec",4.4,"00000","2423","2451","2","Maskinongé",2.9,"00000","2451",25,25,0
2016,"2423","2","Québec",4.4,"00000","2423","2453","2","Pierre-De Saurel",2.3,"00000","2453",20,10,10
2016,"2423","2","Québec",4.4,"00000","2423","2454","2","Les Maskoutains",2.7,"00000","2454",55,35,20
2016,"2423","2","Québec",4.4,"00000","2423","2456","2","Le Haut-Richelieu",2.8,"00000","2456",40,25,15
2016,"2423","2","Québec",4.4,"00000","2423","2457","2","La Vallée-du-Richelieu",2.5,"00000","2457",25,10,20
2016,"2423","2","Québec",4.4,"00000","2423","2458","2","Longueuil",2.2,"00000","2458",105,60,45
2016,"2423","2","Québec",4.4,"00000","2423","2459","2","Marguerite-D'Youville",2.7,"00000","2459",20,20,10
2016,"2423","2","Québec",4.4,"00000","2423","2460","2","L'Assomption",1.8,"00000","2460",25,15,10
2016,"2423","2","Québec",4.4,"00000","2423","2462","2","Matawinie",3.7,"00000","2462",20,20,0
2016,"2423","2","Québec",4.4,"00000","2423","2465","2","Laval",2.1,"00000","2465",100,80,20
2016,"2423","2","Québec",4.4,"00000","2423","2466","2","Montréal",2.6,"00000","2466",840,530,310
2016,"2423","2","Québec",4.4,"00000","2423","2473","2","Thérèse-De Blainville",2.1,"00000","2473",30,25,0
2016,"2423","2","Québec",4.4,"00000","2423","2475","2","La Rivière-du-Nord",2.2,"00000","2475",20,10,10
2016,"2423","2","Québec",4.4,"00000","2423","2481","2","Gatineau",2.9,"00000","2481",50,15,35
2016,"2423","2","Québec",4.4,"00000","2423","2486","2","Rouyn-Noranda",3.4,"00000","2486",40,25,15
2016,"2423","2","Québec",4.4,"00000","2423","2489","2","La Vallée-de-l'Or",3.8,"00000","2489",50,35,20
2016,"2423","2","Québec",4.4,"00000","2423","2490","2","La Tuque",2.1,"00000","2490",25,30,0
2016,"2423","2","Québec",4.4,"00000","2423","2491","2","Le Domaine-du-Roy",1.2,"00000","2491",20,15,0
2016,"2423","2","Québec",4.4,"00000","2423","2493","2","Lac-Saint-Jean-Est",3.0,"00000","2493",25,25,0
2016,"2423","2","Québec",4.4,"00000","2423","2494","2","Le Saguenay-et-son-Fjord",3.0,"00000","2494",180,110,70
2016,"2423","2","Québec",4.4,"00000","2423","2495","2","La Haute-Côte-Nord",6.1,"00011","2495",25,20,10
2016,"2423","2","Québec",4.4,"00000","2423","2496","2","Manicouagan",5.6,"00000","2496",45,35,10
2016,"2423","2","Québec",4.4,"00000","2423","2497","2","Sept-Rivières--Caniapiscau",4.5,"00000","2497",140,110,30
2016,"2423","2","Québec",4.4,"00000","2423","2498","2","Minganie--Le Golfe-du-Saint-Laurent",3.6,"00011","2498",75,50,25
2016,"2423","2","Québec",4.4,"00000","2423","2499","2","Nord-du-Québec",7.2,"01101","2499",210,140,75
2016,"2423","2","Québec",4.4,"00000","2423","3506","2","Ottawa",2.8,"00000","3506",85,65,25
2016,"2423","2","Québec",4.4,"00000","2423","3510","2","Frontenac",3.5,"00000","3510",20,20,10
2016,"2423","2","Québec",4.4,"00000","2423","3520","2","Toronto",2.9,"00000","3520",55,50,10
2016,"2423","2","Québec",4.4,"00000","2423","4811","2","Division No. 11",4.0,"00000","4811",20,0,10
2016,"2423","2","Québec",4.4,"00000","2423","4815","2","Division No. 15",7.3,"01201","4815",25,25,0
2016,"2423","2","Québec",4.4,"00000","2423","6205","2","Keewatin",6.9,"00101","6205",25,20,0
2016,"2425","2","Lévis",4.1,"00000","2425","2410","2","Rimouski-Neigette",2.7,"00000","2410",20,10,10
2016,"2425","2","Lévis",4.1,"00000","2425","2412","2","Rivière-du-Loup",3.1,"00000","2412",25,10,10
2016,"2425","2","Lévis",4.1,"00000","2425","2414","2","Kamouraska",3.4,"00000","2414",55,25,30
2016,"2425","2","Lévis",4.1,"00000","2425","2417","2","L'Islet",0.8,"00000","2417",90,40,45
2016,"2425","2","Lévis",4.1,"00000","2425","2418","2","Montmagny",3.4,"00000","2418",375,215,160
2016,"2425","2","Lévis",4.1,"00000","2425","2419","2","Bellechasse",2.7,"00000","2419",1945,1385,565
2016,"2425","2","Lévis",4.1,"00000","2425","2421","2","La Côte-de-Beaupré",3.0,"00000","2421",75,75,0
2016,"2425","2","Lévis",4.1,"00000","2425","2422","2","La Jacques-Cartier",2.9,"00000","2422",290,220,65
2016,"2425","2","Lévis",4.1,"00000","2425","2423","2","Québec",2.8,"00000","2423",24210,11635,12580
2016,"2425","2","Lévis",4.1,"00000","2425","2425","2","Lévis",2.7,"00000","2425",35755,16355,19400
2016,"2425","2","Lévis",4.1,"00000","2425","2426","2","La Nouvelle-Beauce",3.0,"00000","2426",1310,775,535
2016,"2425","2","Lévis",4.1,"00000","2425","2427","2","Robert-Cliche",3.6,"00000","2427",120,75,45
2016,"2425","2","Lévis",4.1,"00000","2425","2428","2","Les Etchemins",3.6,"00000","2428",20,10,10
2016,"2425","2","Lévis",4.1,"00000","2425","2429","2","Beauce-Sartigan",3.4,"00000","2429",95,70,25
2016,"2425","2","Lévis",4.1,"00000","2425","2431","2","Les Appalaches",4.4,"00000","2431",45,25,20
2016,"2425","2","Lévis",4.1,"00000","2425","2432","2","L'Érable",3.2,"00000","2432",70,35,25
2016,"2425","2","Lévis",4.1,"00000","2425","2433","2","Lotbinière",1.2,"00000","2433",1020,645,380
2016,"2425","2","Lévis",4.1,"00000","2425","2434","2","Portneuf",2.0,"00000","2434",160,90,70
2016,"2425","2","Lévis",4.1,"00000","2425","2437","2","Francheville",2.9,"00000","2437",75,55,15
2016,"2425","2","Lévis",4.1,"00000","2425","2439","2","Arthabaska",2.6,"00000","2439",35,10,25
2016,"2425","2","Lévis",4.1,"00000","2425","2443","2","Sherbrooke",2.7,"00000","2443",30,15,15
2016,"2425","2","Lévis",4.1,"00000","2425","2449","2","Drummond",2.5,"00000","2449",30,20,15
2016,"2425","2","Lévis",4.1,"00000","2425","2451","2","Maskinongé",2.9,"00000","2451",20,10,15
2016,"2425","2","Lévis",4.1,"00000","2425","2453","2","Pierre-De Saurel",2.3,"00000","2453",25,20,0
2016,"2425","2","Lévis",4.1,"00000","2425","2454","2","Les Maskoutains",2.7,"00000","2454",30,10,15
2016,"2425","2","Lévis",4.1,"00000","2425","2458","2","Longueuil",2.2,"00000","2458",35,20,10
2016,"2425","2","Lévis",4.1,"00000","2425","2462","2","Matawinie",3.7,"00000","2462",20,20,10
2016,"2425","2","Lévis",4.1,"00000","2425","2466","2","Montréal",2.6,"00000","2466",260,145,115
2016,"2425","2","Lévis",4.1,"00000","2425","2494","2","Le Saguenay-et-son-Fjord",3.0,"00000","2494",25,20,0
2016,"2425","2","Lévis",4.1,"00000","2425","2497","2","Sept-Rivières--Caniapiscau",4.5,"00000","2497",35,25,10
2016,"2425","2","Lévis",4.1,"00000","2425","2499","2","Nord-du-Québec",7.2,"01101","2499",45,20,25
2016,"2425","2","Lévis",4.1,"00000","2425","3520","2","Toronto",2.9,"00000","3520",20,10,10
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2419","2","Bellechasse",2.7,"00000","2419",700,470,235
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2422","2","La Jacques-Cartier",2.9,"00000","2422",30,25,10
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2423","2","Québec",2.8,"00000","2423",2445,1125,1315
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2425","2","Lévis",2.7,"00000","2425",1880,845,1035
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2426","2","La Nouvelle-Beauce",3.0,"00000","2426",9190,4585,4605
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2427","2","Robert-Cliche",3.6,"00000","2427",670,350,320
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2428","2","Les Etchemins",3.6,"00000","2428",50,25,30
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2429","2","Beauce-Sartigan",3.4,"00000","2429",280,135,140
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2431","2","Les Appalaches",4.4,"00000","2431",140,100,40
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2433","2","Lotbinière",1.2,"00000","2433",215,95,115
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2437","2","Francheville",2.9,"00000","2437",40,35,10
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2466","2","Montréal",2.6,"00000","2466",45,45,10
2016,"2426","2","La Nouvelle-Beauce",4.2,"00000","2426","2497","2","Sept-Rivières--Caniapiscau",4.5,"00000","2497",20,20,0
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2419","2","Bellechasse",2.7,"00000","2419",55,30,30
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2423","2","Québec",2.8,"00000","2423",215,125,90
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2425","2","Lévis",2.7,"00000","2425",95,65,30
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2426","2","La Nouvelle-Beauce",3.0,"00000","2426",1090,600,485
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2427","2","Robert-Cliche",3.6,"00000","2427",4285,2160,2125
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2428","2","Les Etchemins",3.6,"00000","2428",90,60,35
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2429","2","Beauce-Sartigan",3.4,"00000","2429",1470,715,755
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2430","2","Le Granit",2.0,"00000","2430",20,15,10
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2431","2","Les Appalaches",4.4,"00000","2431",190,75,120
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2433","2","Lotbinière",1.2,"00000","2433",55,45,10
2016,"2427","2","Robert-Cliche",4.5,"00000","2427","2466","2","Montréal",2.6,"00000","2466",20,15,10
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2418","2","Montmagny",3.4,"00000","2418",110,75,30
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2419","2","Bellechasse",2.7,"00000","2419",255,170,80
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2423","2","Québec",2.8,"00000","2423",160,70,90
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2425","2","Lévis",2.7,"00000","2425",90,60,30
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2426","2","La Nouvelle-Beauce",3.0,"00000","2426",95,70,20
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2427","2","Robert-Cliche",3.6,"00000","2427",315,165,150
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2428","2","Les Etchemins",3.6,"00000","2428",2880,1390,1490
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2429","2","Beauce-Sartigan",3.4,"00000","2429",1570,760,810
2016,"2428","2","Les Etchemins",4.2,"00000","2428","2499","2","Nord-du-Québec",7.2,"01101","2499",20,15,10
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2419","2","Bellechasse",2.7,"00000","2419",35,30,0
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2422","2","La Jacques-Cartier",2.9,"00000","2422",20,20,0
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2423","2","Québec",2.8,"00000","2423",325,170,160
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2425","2","Lévis",2.7,"00000","2425",105,70,35
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2426","2","La Nouvelle-Beauce",3.0,"00000","2426",350,225,125
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2427","2","Robert-Cliche",3.6,"00000","2427",1590,765,820
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2428","2","Les Etchemins",3.6,"00000","2428",360,240,125
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2429","2","Beauce-Sartigan",3.4,"00000","2429",18650,9315,9335
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2430","2","Le Granit",2.0,"00000","2430",435,200,230
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2431","2","Les Appalaches",4.4,"00000","2431",225,145,80
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2458","2","Longueuil",2.2,"00000","2458",25,20,0
2016,"2429","2","Beauce-Sartigan",5.6,"00000","2429","2466","2","Montréal",2.6,"00000","2466",55,35,15
2016,"2430","2","Le Granit",5.5,"00000","2430","2423","2","Québec",2.8,"00000","2423",95,35,60
2016,"2430","2","Le Granit",5.5,"00000","2430","2427","2","Robert-Cliche",3.6,"00000","2427",30,10,15
2016,"2430","2","Le Granit",5.5,"00000","2430","2429","2","Beauce-Sartigan",3.4,"00000","2429",565,365,200
2016,"2430","2","Le Granit",5.5,"00000","2430","2430","2","Le Granit",2.0,"00000","2430",6830,3445,3380
2016,"2430","2","Le Granit",5.5,"00000","2430","2431","2","Les Appalaches",4.4,"00000","2431",125,45,80
2016,"2430","2","Le Granit",5.5,"00000","2430","2441","2","Le Haut-Saint-François",4.0,"00000","2441",165,80,85
2016,"2430","2","Le Granit",5.5,"00000","2430","2443","2","Sherbrooke",2.7,"00000","2443",130,55,75
2016,"2430","2","Le Granit",5.5,"00000","2430","2444","2","Coaticook",2.0,"00000","2444",20,20,0
2016,"2430","2","Le Granit",5.5,"00000","2430","2445","2","Memphrémagog",3.9,"00000","2445",20,0,15
2016,"2430","2","Le Granit",5.5,"00000","2430","2456","2","Le Haut-Richelieu",2.8,"00000","2456",25,15,10
2016,"2430","2","Le Granit",5.5,"00000","2430","2466","2","Montréal",2.6,"00000","2466",80,45,30
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2419","2","Bellechasse",2.7,"00000","2419",30,30,0
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2423","2","Québec",2.8,"00000","2423",205,130,70
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2425","2","Lévis",2.7,"00000","2425",105,75,30
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2426","2","La Nouvelle-Beauce",3.0,"00000","2426",400,280,120
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2427","2","Robert-Cliche",3.6,"00000","2427",290,180,110
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2429","2","Beauce-Sartigan",3.4,"00000","2429",380,245,135
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2430","2","Le Granit",2.0,"00000","2430",180,100,75
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2431","2","Les Appalaches",4.4,"00000","2431",12980,6330,6655
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2432","2","L'Érable",3.2,"00000","2432",455,265,190
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2433","2","Lotbinière",1.2,"00000","2433",100,65,30
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2439","2","Arthabaska",2.6,"00000","2439",165,75,90
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2441","2","Le Haut-Saint-François",4.0,"00000","2441",80,55,25
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2443","2","Sherbrooke",2.7,"00000","2443",75,30,45
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2449","2","Drummond",2.5,"00000","2449",25,15,10
2016,"2431","2","Les Appalaches",5.3,"00000","2431","2466","2","Montréal",2.6,"00000","2466",35,30,0
2016,"2432","2","L'Érable",5.0,"00000","2432","2423","2","Québec",2.8,"00000","2423",160,75,85
2016,"2432","2","L'Érable",5.0,"00000","2432","2425","2","Lévis",2.7,"00000","2425",35,25,10
2016,"2432","2","L'Érable",5.0,"00000","2432","2431","2","Les Appalaches",4.4,"00000","2431",395,165,225
2016,"2432","2","L'Érable",5.0,"00000","2432","2432","2","L'Érable",3.2,"00000","2432",6260,3350,2910
2016,"2432","2","L'Érable",5.0,"00000","2432","2433","2","Lotbinière",1.2,"00000","2433",190,90,100
2016,"2432","2","L'Érable",5.0,"00000","2432","2437","2","Francheville",2.9,"00000","2437",35,20,15
2016,"2432","2","L'Érable",5.0,"00000","2432","2438","2","Bécancour",2.4,"00000","2438",90,20,65
2016,"2432","2","L'Érable",5.0,"00000","2432","2439","2","Arthabaska",2.6,"00000","2439",1800,875,930
2016,"2432","2","L'Érable",5.0,"00000","2432","2449","2","Drummond",2.5,"00000","2449",80,60,20
2016,"2432","2","L'Érable",5.0,"00000","2432","2450","2","Nicolet-Yamaska",2.6,"00000","2450",70,50,20
2016,"2432","2","L'Érable",5.0,"00000","2432","2458","2","Longueuil",2.2,"00000","2458",20,0,20
2016,"2432","2","L'Érable",5.0,"00000","2432","2466","2","Montréal",2.6,"00000","2466",50,35,15
2016,"2433","2","Lotbinière",2.5,"00000","2433","2419","2","Bellechasse",2.7,"00000","2419",80,60,20
2016,"2433","2","Lotbinière",2.5,"00000","2433","2421","2","La Côte-de-Beaupré",3.0,"00000","2421",20,15,10
2016,"2433","2","Lotbinière",2.5,"00000","2433","2422","2","La Jacques-Cartier",2.9,"00000","2422",50,40,10
2016,"2433","2","Lotbinière",2.5,"00000","2433","2423","2","Québec",2.8,"00000","2423",2750,1280,1475
2016,"2433","2","Lotbinière",2.5,"00000","2433","2425","2","Lévis",2.7,"00000","2425",2355,1000,1360
2016,"2433","2","Lotbinière",2.5,"00000","2433","2426","2","La Nouvelle-Beauce",3.0,"00000","2426",505,265,240
2016,"2433","2","Lotbinière",2.5,"00000","2433","2431","2","Les Appalaches",4.4,"00000","2431",100,60,40
2016,"2433","2","Lotbinière",2.5,"00000","2433","2432","2","L'Érable",3.2,"00000","2432",185,100,85
2016,"2433","2","Lotbinière",2.5,"00000","2433","2433","2","Lotbinière",1.2,"00000","2433",6910,3745,3165
2016,"2433","2","Lotbinière",2.5,"00000","2433","2434","2","Portneuf",2.0,"00000","2434",30,0,25
2016,"2433","2","Lotbinière",2.5,"00000","2433","2437","2","Francheville",2.9,"00000","2437",40,15,20
2016,"2433","2","Lotbinière",2.5,"00000","2433","2438","2","Bécancour",2.4,"00000","2438",120,55,60
2016,"2433","2","Lotbinière",2.5,"00000","2433","2439","2","Arthabaska",2.6,"00000","2439",30,15,20
2016,"2433","2","Lotbinière",2.5,"00000","2433","2461","2","Joliette",3.1,"00000","2461",20,10,10
2016,"2433","2","Lotbinière",2.5,"00000","2433","2466","2","Montréal",2.6,"00000","2466",45,25,15
2016,"2434","2","Portneuf",3.2,"00000","2434","2421","2","La Côte-de-Beaupré",3.0,"00000","2421",20,20,0
2016,"2434","2","Portneuf",3.2,"00000","2434","2422","2","La Jacques-Cartier",2.9,"00000","2422",840,470,370
2016,"2434","2","Portneuf",3.2,"00000","2434","2423","2","Québec",2.8,"00000","2423",7520,3700,3820
2016,"2434","2","Portneuf",3.2,"00000","2434","2425","2","Lévis",2.7,"00000","2425",420,300,115
2016,"2434","2","Portneuf",3.2,"00000","2434","2433","2","Lotbinière",1.2,"00000","2433",30,15,15
2016,"2434","2","Portneuf",3.2,"00000","2434","2434","2","Portneuf",2.0,"00000","2434",11910,5955,5955
2016,"2434","2","Portneuf",3.2,"00000","2434","2436","2","Shawinigan",2.6,"00000","2436",40,20,25
2016,"2434","2","Portneuf",3.2,"00000","2434","2437","2","Francheville",2.9,"00000","2437",215,125,90
2016,"2434","2","Portneuf",3.2,"00000","2434","2448","2","Acton",4.2,"00000","2448",40,30,10
2016,"2434","2","Portneuf",3.2,"00000","2434","2457","2","La Vallée-du-Richelieu",2.5,"00000","2457",20,15,10
2016,"2434","2","Portneuf",3.2,"00000","2434","2458","2","Longueuil",2.2,"00000","2458",20,15,0
2016,"2434","2","Portneuf",3.2,"00000","2434","2466","2","Montréal",2.6,"00000","2466",85,65,20
2016,"2435","2","Mékinac",4.4,"00000","2435","2423","2","Québec",2.8,"00000","2423",60,30,30
2016,"2435","2","Mékinac",4.4,"00000","2435","2434","2","Portneuf",2.0,"00000","2434",150,120,25
2016,"2435","2","Mékinac",4.4,"00000","2435","2435","2","Mékinac",4.2,"00000","2435",2150,960,1190
2016,"2435","2","Mékinac",4.4,"00000","2435","2436","2","Shawinigan",2.6,"00000","2436",745,305,440
2016,"2435","2","Mékinac",4.4,"00000","2435","2437","2","Francheville",2.9,"00000","2437",375,185,190
2016,"2435","2","Mékinac",4.4,"00000","2435","2438","2","Bécancour",2.4,"00000","2438",20,20,10
2016,"2435","2","Mékinac",4.4,"00000","2435","2449","2","Drummond",2.5,"00000","2449",20,20,10
2016,"2435","2","Mékinac",4.4,"00000","2435","2451","2","Maskinongé",2.9,"00000","2451",55,25,25
2016,"2435","2","Mékinac",4.4,"00000","2435","2466","2","Montréal",2.6,"00000","2466",25,15,10
2016,"2435","2","Mékinac",4.4,"00000","2435","2490","2","La Tuque",2.1,"00000","2490",70,40,25
2016,"2436","2","Shawinigan",5.4,"00000","2436","2423","2","Québec",2.8,"00000","2423",115,35,75
2016,"2436","2","Shawinigan",5.4,"00000","2436","2425","2","Lévis",2.7,"00000","2425",35,25,10
2016,"2436","2","Shawinigan",5.4,"00000","2436","2434","2","Portneuf",2.0,"00000","2434",50,50,0
2016,"2436","2","Shawinigan",5.4,"00000","2436","2435","2","Mékinac",4.2,"00000","2435",550,275,280
2016,"2436","2","Shawinigan",5.4,"00000","2436","2436","2","Shawinigan",2.6,"00000","2436",11710,5090,6625
2016,"2436","2","Shawinigan",5.4,"00000","2436","2437","2","Francheville",2.9,"00000","2437",2715,1505,1205
2016,"2436","2","Shawinigan",5.4,"00000","2436","2438","2","Bécancour",2.4,"00000","2438",275,245,25
2016,"2436","2","Shawinigan",5.4,"00000","2436","2439","2","Arthabaska",2.6,"00000","2439",45,30,15
2016,"2436","2","Shawinigan",5.4,"00000","2436","2443","2","Sherbrooke",2.7,"00000","2443",20,15,0
2016,"2436","2","Shawinigan",5.4,"00000","2436","2449","2","Drummond",2.5,"00000","2449",35,10,25
2016,"2436","2","Shawinigan",5.4,"00000","2436","2450","2","Nicolet-Yamaska",2.6,"00000","2450",45,50,0
2016,"2436","2","Shawinigan",5.4,"00000","2436","2451","2","Maskinongé",2.9,"00000","2451",740,485,255
2016,"2436","2","Shawinigan",5.4,"00000","2436","2458","2","Longueuil",2.2,"00000","2458",30,30,0
2016,"2436","2","Shawinigan",5.4,"00000","2436","2466","2","Montréal",2.6,"00000","2466",150,100,45
2016,"2436","2","Shawinigan",5.4,"00000","2436","2490","2","La Tuque",2.1,"00000","2490",70,45,30
2016,"2436","2","Shawinigan",5.4,"00000","2436","2499","2","Nord-du-Québec",7.2,"01101","2499",25,15,15
2016,"2437","2","Francheville",4.0,"00000","2437","2423","2","Québec",2.8,"00000","2423",440,245,185
2016,"2437","2","Francheville",4.0,"00000","2437","2425","2","Lévis",2.7,"00000","2425",60,40,25
2016,"2437","2","Francheville",4.0,"00000","2437","2432","2","L'Érable",3.2,"00000","2432",20,10,15
2016,"2437","2","Francheville",4.0,"00000","2437","2434","2","Portneuf",2.0,"00000","2434",275,175,105
2016,"2437","2","Francheville",4.0,"00000","2437","2435","2","Mékinac",4.2,"00000","2435",230,120,110
2016,"2437","2","Francheville",4.0,"00000","2437","2436","2","Shawinigan",2.6,"00000","2436",3695,1570,2125
2016,"2437","2","Francheville",4.0,"00000","2437","2437","2","Francheville",2.9,"00000","2437",45685,20850,24835
2016,"2437","2","Francheville",4.0,"00000","2437","2438","2","Bécancour",2.4,"00000","2438",2255,1650,610
2016,"2437","2","Francheville",4.0,"00000","2437","2439","2","Arthabaska",2.6,"00000","2439",270,175,95
2016,"2437","2","Francheville",4.0,"00000","2437","2443","2","Sherbrooke",2.7,"00000","2443",35,10,30
2016,"2437","2","Francheville",4.0,"00000","2437","2449","2","Drummond",2.5,"00000","2449",395,280,115
